Name,Year_of_Release,Global_Sales,User_Score,Critic_Score
Kingdom Hearts 358/2 Days,2009,1.98,7.8,75
Skate 3,2010,1.98,7.6,80
Need for Speed Rivals,2013,1.98,6.2,80
Spyro: Enter the Dragonfly,2002,1.97,4.1,56
Devil May Cry 2,2003,1.97,6.6,68
Hot Shots Golf: Open Tee,2004,1.96,8.7,81
Forza Horizon,2012,1.96,8.4,85
Tom Clancy's Rainbow Six: Vegas,2006,1.95,8.3,88
Crash Nitro Kart,2003,1.95,7.7,69
Resident Evil 6,2012,1.95,5,67
Grand Theft Auto: San Andreas,2005,1.95,8.6,93
NBA Street Vol. 2,2003,1.95,8.8,90
Def Jam Vendetta,2003,1.94,8.9,80
Kirby Squeak Squad,2006,1.94,8.1,71
Burnout Paradise,2008,1.94,7.7,87
The Sims 3,2010,1.94,6.4,78
FIFA Soccer 09,2008,1.94,8,87
Dragon Ball Z: Budokai 3,2004,1.94,8.9,77
Call of Duty: World at War,2008,1.94,7.6,83
Tom Clancy's Ghost Recon,2002,1.94,8.3,63
BioShock Infinite,2013,1.93,8.5,93
X-Men Legends,2004,1.93,8.5,79
Mortal Kombat vs. DC Universe,2008,1.93,7.5,72
Destiny: The Taken King,2015,1.93,6,86
Red Faction,2001,1.92,8,88
The Sims: Makin' Magic,2003,1.92,8.6,80
Mario Party: Island Tour,2013,1.92,6.3,57
MX Unleashed,2004,1.92,9.2,80
PaRappa The Rapper,1996,1.92,7.4,92
Guitar Hero: World Tour,2008,1.92,7.5,84
Need for Speed: Shift,2009,1.91,6.5,83
Diablo III,2013,1.91,6.4,86
LittleBigPlanet 3,2014,1.91,7.1,79
Star Wars Rogue Leader: Rogue Squadron II,2001,1.9,8.6,90
Mario Super Sluggers,2008,1.89,7.8,69
Monopoly,2008,1.89,7.8,70
Madden NFL 09,2008,1.88,4.4,85
Batman: Arkham Origins,2013,1.88,7.5,74
Game Party 2,2008,1.88,4.6,29
Mortal Kombat: Deception,2004,1.88,8.5,81
NBA 2K17,2016,1.88,6.7,88
Toy Story Mania!,2009,1.88,6.6,49
Star Fox Adventures,2002,1.87,7.7,82
Madden NFL 25,2013,1.87,4.1,76
Dynasty Warriors 3,2001,1.87,9.1,78
Madden NFL 06,2005,1.86,6.7,86
Shrek 2,2004,1.86,8.5,71
The Legend of Dragoon,1999,1.86,8.4,74
Star Wars: The Force Unleashed,2008,1.86,7.9,71
NBA Live 2002,2001,1.86,7.4,70
Just Cause 3,2015,1.86,6.5,73
Chrono Cross,1999,1.86,8.1,94
Jak 3,2004,1.85,8.6,84
Kingdom Hearts: Chain of Memories,2004,1.85,7.9,76
Max Payne 3,2012,1.85,7.8,87
LEGO Marvel Super Heroes,2013,1.84,7.9,82
Phineas and Ferb,2009,1.84,4.5,80
NCAA Football 06,2005,1.84,8.5,87
Rayman Raving Rabbids 2,2007,1.83,8.3,67
Kirby: Triple Deluxe,2014,1.83,8.8,80
Sonic Classic Collection,2010,1.83,7.5,70
inFAMOUS 2,2011,1.82,8.4,83
World of Warcraft: Mists of Pandaria,2012,1.82,4.8,82
Namco Museum,2001,1.82,6,72
The Sims: Hot Date,2001,1.82,7.9,85
Demon's Souls,2009,1.82,8.9,89
The Orange Box,2007,1.82,8.9,96
DDRMAX2: Dance Dance Revolution,2003,1.81,8.2,82
Virtua Fighter 4,2002,1.81,8,94
Mafia III,2016,1.81,5.1,68
Sly 2: Band of Thieves,2004,1.81,9,88
Sonic Advance 2,2002,1.8,8.3,83
Madden NFL 07,2006,1.8,6,80
NBA 2K11,2010,1.8,7.6,89
Forza Motorsport 6,2015,1.8,7.9,87
The Evil Within,2014,1.79,7.3,75
Metroid Prime 3: Corruption,2007,1.79,8.9,90
Midnight Club II,2003,1.78,8.5,85
The Getaway: Black Monday,2004,1.78,7.6,57
50 Cent: Bulletproof,2005,1.77,6.6,47
Dead or Alive 3,2001,1.77,8.6,87
Dragon Quest Monsters: Joker,2006,1.76,7.4,75
LEGO Star Wars III: The Clone Wars,2011,1.76,7.7,76
UFC 2009 Undisputed,2009,1.76,8.1,84
The SpongeBob SquarePants Movie,2004,1.76,9,75
Golden Sun,2001,1.76,9.3,91
Def Jam: Fight for NY,2004,1.76,8.9,83
Tom Clancy's Ghost Recon,2002,1.76,6.1,84
State of Emergency,2002,1.76,5.7,71
The Urbz: Sims in the City,2004,1.76,8.2,70
Star Wars: Starfighter,2001,1.76,8,84
Star Wars: Battlefront,2004,1.75,9.1,80
Madden NFL 17,2016,1.75,4.9,82
Just Cause 2,2010,1.75,8,83
FIFA Soccer 08,2007,1.75,7.1,81
Crackdown,2007,1.75,8,83
Wii Party U,2013,1.75,6.8,65
Dance Dance Revolution X,2008,1.75,6.2,55
Xenosaga Episode I: Der Wille zur Macht,2002,1.74,8.7,83
Kinect Star Wars,2012,1.74,3.5,55
Dragon's Dogma,2012,1.74,8.3,78
The Order: 1886,2015,1.74,6.6,63
SSX Tricky,2001,1.73,8.9,92
Knack,2013,1.73,6.5,54
Dragon Quest VI: Realms of Revelation,2010,1.73,8.1,78
Crash Bandicoot: The Huge Adventure,2002,1.73,7.9,78
Hitman: Absolution,2012,1.73,7.1,79
The Crew,2014,1.72,5.4,61
NBA 2K15,2014,1.72,6.3,82
Madden NFL 2005,2004,1.72,7.6,91
Star Ocean: Till The End of Time,2003,1.72,7.7,80
Call of Duty: Modern Warfare 3,2011,1.72,2.5,78
Dishonored,2012,1.71,7.9,88
The Beatles: Rock Band,2009,1.71,8.9,89
Ace Combat 5: The Unsung War,2004,1.71,9.1,84
Need for Speed Underground,2003,1.71,8.7,83
Deal or No Deal,2007,1.7,1.9,20
Portal 2,2011,1.7,8.4,95
NCAA Football 07,2006,1.7,8.6,87
The Sims 3: Late Night Expansion Pack,2010,1.7,5.3,74
No Man's Sky,2016,1.7,4.5,71
SOCOM 3: U.S. Navy SEALs,2005,1.69,8.8,82
BioShock Infinite,2013,1.69,8.5,94
Harry Potter and the Sorcerer's Stone,2001,1.69,7.1,64
Dragon Ball Z: The Legacy of Goku,2002,1.69,6.9,53
Resident Evil 4,2005,1.69,9.4,96
Need For Speed: Undercover,2008,1.68,5.9,64
Sonic Colors,2010,1.68,8.5,78
Saints Row 2,2008,1.68,7.9,82
Sid Meier's Civilization V,2010,1.68,7.9,90
The Sims: Superstar,2003,1.68,8.2,79
Metroid Fusion,2002,1.68,9.1,92
We Ski,2008,1.67,8.5,67
Star Wars Battlefront: Renegade Squadron,2007,1.67,7.9,73
SSX 3,2003,1.67,9.1,93
Madden NFL 2001,2000,1.67,6.8,90
Star Wars: Battlefront II,2005,1.67,8.9,83
Tony Hawk's Pro Skater 3,2001,1.67,8.3,87
Dragon Age: Origins,2009,1.67,7.9,87
Spy Hunter,2001,1.67,7.8,84
NCAA Football 2004,2003,1.67,8.8,94
Fight Night Round 3,2006,1.67,7.9,83
StarCraft II: Heart of the Swarm,2013,1.67,7.9,86
SpongeBob SquarePants: Battle for Bikini Bottom,2003,1.67,9,71
Until Dawn,2015,1.66,8.2,79
Big Beach Sports,2008,1.66,8,44
SSX,2000,1.66,8.3,93
Shaun White Snowboarding: Road Trip,2008,1.66,8.7,78
NBA Ballers,2004,1.66,9.2,83
Saints Row IV,2013,1.66,6.5,81
NBA Live 2003,2002,1.66,8.3,83
LEGO Batman 2: DC Super Heroes,2012,1.66,7.2,79
Dragon Ball Z: Budokai Tenkaichi,2005,1.66,8.4,72
Dark Souls III,2016,1.65,8.8,89
Kirby's Return to Dreamland,2011,1.65,8.5,77
Mario Party 6,2004,1.65,7.9,71
Star Wars The Clone Wars: Lightsaber Duels,2008,1.65,6.7,56
Need for Speed Carbon,2006,1.65,6.3,77
Heavenly Sword,2007,1.65,8.3,79
MySims,2007,1.65,7.2,68
Army of Two,2008,1.64,7.6,72
Tiger Woods PGA Tour 2003,2002,1.64,8.9,88
Prince of Persia: Warrior Within,2004,1.64,8.5,83
Far Cry 4,2014,1.63,7.5,82
ESPN NFL 2K5,2004,1.63,9.1,92
Beyond: Two Souls,2013,1.63,8.1,70
Pikmin,2001,1.63,8.7,89
Tiger Woods PGA Tour 2004,2003,1.63,8.8,89
Ape Escape,1999,1.63,8.8,90
NCAA Football 2005,2004,1.62,8.8,88
Max Payne 3,2012,1.62,7.8,86
Viva Pinata,2006,1.62,8,84
Kinectimals,2010,1.62,3.1,74
Kirby Air Ride,2003,1.62,7.9,61
LEGO Marvel Super Heroes,2013,1.62,7.7,83
Dragon Quest IV: Chapters of the Chosen,2007,1.62,7.9,80
NFL Street 2,2004,1.61,8.7,77
Super Mario Strikers,2005,1.61,8.7,76
Rage,2011,1.6,6.7,81
Mario Hoops 3 on 3,2006,1.6,8,69
Just Cause 2,2010,1.6,8,81
Silent Hill,1999,1.6,9.2,86
Sonic Heroes,2003,1.6,7.8,72
ESPN NBA 2K5,2004,1.59,7.5,83
Diablo,1996,1.59,8.7,94
Far Cry 2,2008,1.59,6.7,85
The Legend of Zelda: Twilight Princess,2006,1.59,9.2,96
Pro Evolution Soccer 2008,2007,1.59,6.1,74
Pokemon Battle Revolution,2006,1.58,6.7,53
Kingdom Hearts 3D: Dream Drop Distance,2012,1.58,8.2,75
Dance Dance Revolution: Hottest Party 2,2008,1.58,6.8,69
SoulCalibur IV,2008,1.58,7.9,85
Sonic Generations,2011,1.58,8.2,76
Spyro 2: Season of Flame,2002,1.58,7.6,76
Mario Party 10,2015,1.58,6.5,66
Devil May Cry 4,2008,1.57,8.2,84
Dead Rising 3,2013,1.57,6.8,78
NCAA Football 2002,2001,1.57,8.7,90
Gears of War: Judgment,2013,1.57,5.4,79
Watch Dogs,2014,1.57,5.8,78
Guitar Hero: On Tour Decades,2008,1.57,8,72
Madden NFL 15,2014,1.57,6.4,80
Conflict: Desert Storm,2002,1.57,8.6,55
Mario Party 7,2005,1.57,7.9,64
Dragon Quest V: Hand of the Heavenly Bride,2008,1.57,8.5,84
Smuggler's Run,2000,1.56,6.8,79
Fight Night Round 3,2006,1.56,8.1,84
Need for Speed: Most Wanted,2012,1.56,8.5,83
Carnival Games: Mini Golf,2008,1.56,5.7,38
Pokemon Mystery Dungeon: Explorers of Sky,2009,1.56,9,54
LEGO Pirates of the Caribbean: The Video Game,2011,1.55,7,73
Stuntman,2002,1.55,5.7,71
Tom Clancy's Rainbow Six 3,2003,1.55,8.5,86
LEGO Harry Potter: Years 1-4,2010,1.55,8,79
Spider-Man 2: Enter: Electro,2001,1.55,8.7,74
Guitar Hero 5,2009,1.55,6.9,89
Wolfenstein: The New Order,2014,1.55,8.1,79
Mafia II,2010,1.55,7.8,74
BioShock 2,2010,1.54,8.2,88
Dark Cloud,2000,1.54,8.2,80
Warcraft III: The Frozen Throne,2003,1.54,9,88
Active Life: Outdoor Challenge,2008,1.54,8.1,69
Tom Clancy's Ghost Recon Advanced Warfighter,2006,1.54,8,90
MVP Baseball 2005,2005,1.54,8.6,87
Uncharted: Golden Abyss,2011,1.53,7.4,80
Go Vacation,2011,1.53,7.8,64
Pro Evolution Soccer 2013,2012,1.53,6.7,82
Dishonored,2012,1.53,7.9,89
Mario Golf: Toadstool Tour,2003,1.53,8,81
Call of Duty: Black Ops II,2012,1.53,4.2,74
Resident Evil: The Umbrella Chronicles,2007,1.52,7.6,75
The Simpsons Skateboarding,2002,1.52,5,38
Donkey Kong Country: Tropical Freeze,2014,1.52,8.9,83
Fight Night Round 4,2009,1.52,7.6,88
Super Monkey Ball 2,2002,1.52,8.5,87
Pac-Man World 2,2002,1.51,7.8,73
MySims Kingdom,2008,1.51,8.1,76
Dead Space 2,2011,1.51,8.6,90
The Simpsons Game,2007,1.51,8.2,68
The Simpsons Game,2007,1.51,7.3,69
Football Manager 2012,2011,1.51,8,84
Ni no Kuni: Wrath of the White Witch,2011,1.51,8.6,85
SoulCalibur II,2003,1.5,9.1,93
Call of Duty 3,2006,1.5,6.9,80
Tokyo Xtreme Racer Zero,2000,1.5,8.9,76
Red Faction II,2002,1.5,8.3,84
Madden NFL 2001,2000,1.5,7.7,91
Star Wars: The Force Unleashed II,2010,1.5,6.8,63
Rock Band 2,2008,1.49,7.9,91
Final Fantasy: Crystal Chronicles,2003,1.49,8.1,80
Medal of Honor: Frontline,2002,1.49,6.9,81
Madden NFL 09,2008,1.49,7,67
Dead Rising 2,2010,1.49,6.9,79
Mafia II,2010,1.49,7.7,75
Batman: Arkham Knight,2015,1.49,6.6,85
Dirge of Cerberus: Final Fantasy VII,2006,1.48,6.9,57
Sonic Rivals 2,2007,1.48,7.8,60
Resistance 3,2011,1.48,7.8,83
Drawn To Life: SpongeBob SquarePants Edition,2008,1.48,5.5,68
007: Quantum of Solace,2008,1.48,7.1,65
Major League Baseball 2K5,2005,1.48,7.4,82
Fight Night 2004,2004,1.48,9,85
LEGO Star Wars III: The Clone Wars,2011,1.48,7.8,75
Tom Clancy's Splinter Cell: Pandora Tomorrow,2004,1.48,8.6,93
Call of Duty Black Ops: Declassified,2012,1.47,4.8,33
Tom Clancy's Ghost Recon: Future Soldier,2012,1.47,7.2,79
Fight Night Round 3,2006,1.47,8.8,86
Xenogears,1998,1.46,8.4,84
Super Scribblenauts,2010,1.46,8.2,81
Super Monkey Ball,2001,1.46,7.9,87
SoulCalibur IV,2008,1.46,7.9,85
Mario Superstar Baseball,2005,1.46,8.6,76
Battlefield: Bad Company,2008,1.46,7.7,83
Homefront,2011,1.45,6,70
Onimusha 3: Demon Siege,2004,1.45,8.6,85
Red Dead Revolver,2004,1.45,7.8,73
Resident Evil: Outbreak,2003,1.45,8.3,71
Mass Effect 2,2011,1.45,8.5,94
LEGO Battles: Ninjago,2011,1.45,6.9,59
NBA 2K14,2013,1.45,6.5,85
SingStar Pop,2007,1.44,7.5,73
Disney Infinity,2013,1.44,6.5,74
My Word Coach,2007,1.44,6.8,71
Tiger Woods PGA Tour 2005,2004,1.44,8.2,88
NCAA Football 2003,2002,1.44,8.6,91
Star Wars: The Force Unleashed II,2010,1.43,5.7,61
Frogger 2: Swampy's Revenge,1999,1.43,7.9,77
WWE SmackDown vs Raw 2008,2007,1.43,6.8,71
Kinect Joy Ride,2010,1.43,5,52
Smarty Pants,2007,1.43,7.6,65
Classic NES Series: Super Mario Bros.,2004,1.43,8.6,84
Anno 2070,2011,1.43,7,83
Hasbro Family Game Night,2008,1.43,7.5,63
Sonic Rivals,2006,1.42,7.8,64
BioShock,2008,1.42,8.7,94
Mass Effect 3,2012,1.42,5.5,93
Cabela's Big Game Hunter,2002,1.42,7.8,59
SimCity (2013),2013,1.42,2.2,64
The Legend of Zelda: The Minish Cap,2004,1.42,9,89
NFL Street,2004,1.42,8.9,80
Dead Space 2,2011,1.42,8.4,89
Tiger Woods PGA Tour 09 All-Play,2008,1.42,8.7,81
Metal Gear Rising: Revengeance,2013,1.42,7.9,80
Rayman Raving Rabbids,2006,1.42,7.9,76
Dragon Quest Monsters: Joker 2,2010,1.41,7.3,77
UFC Undisputed 2010,2010,1.41,7.2,85
Medal of Honor: Warfighter,2012,1.41,6,55
Sonic's Ultimate Genesis Collection,2009,1.41,8.5,79
Diablo III,2013,1.41,6.6,87
Twisted Metal: Black,2001,1.41,8.4,91
NASCAR 2005: Chase for the Cup,2004,1.41,8.4,87
Fight Night Round 4,2009,1.4,8.1,87
Spider-Man: The Movie,2002,1.4,7.5,79
LEGO Star Wars II: The Original Trilogy,2006,1.4,8.6,83
Dead Space,2008,1.4,8.7,89
LEGO Indiana Jones 2: The Adventure Continues,2009,1.4,6.1,72
Ridge Racer,2004,1.4,8.2,88
Sonic Advance 3,2004,1.4,8.4,79
Colin McRae Rally 3,2002,1.4,7.7,86
Forza Horizon 2,2014,1.4,8.2,86
Madden NFL 2002,2001,1.39,8,88
Dynasty Warriors 5,2005,1.39,8.8,69
Injustice: Gods Among Us,2013,1.38,7.9,81
Far Cry 2,2008,1.38,6.4,85
Yoshi's New Island,2014,1.38,6.1,64
True Crime: Streets of LA,2003,1.38,7.8,77
Ryse: Son of Rome,2013,1.38,6.1,60
Mortal Kombat X,2015,1.38,7.3,86
Rise of the Tomb Raider,2015,1.38,8,86
Sonic Generations,2011,1.38,8.3,77
Dave Mirra Freestyle BMX 2,2001,1.38,8.1,81
Bakugan: Battle Brawlers,2009,1.38,6.7,60
LEGO Indiana Jones: The Original Adventures,2008,1.37,8.4,77
Deus Ex: Human Revolution,2011,1.37,8.3,89
Final Fantasy XII: Revenant Wings,2007,1.37,6.1,81
Call of Duty: Black Ops,2010,1.37,5.8,80
Deus Ex: Human Revolution,2011,1.37,8.2,89
Star Wars Knights of the Old Republic II: The Sith Lords,2004,1.37,8.6,86
The Sims 2,2005,1.37,6.9,65
Dead Rising 2,2010,1.36,6.7,80
Ridge Racer 7,2006,1.36,7.1,78
Tom Clancy's Ghost Recon 2,2004,1.36,8.9,80
Need for Speed: The Run,2011,1.36,6,68
Crash Bandicoot 2: N-Tranced,2003,1.36,7.8,75
Titanfall,2014,1.36,5.9,83
Dead to Rights,2002,1.36,8.9,73
WWE '13,2012,1.35,8.1,76
Hasbro Family Game Night 2,2009,1.35,6.3,63
Gardening Mama,2009,1.35,9.3,60
Burnout Paradise,2008,1.35,6.9,88
Middle-Earth: Shadow of Mordor,2014,1.35,8,87
MotorStorm: Pacific Rift,2008,1.35,8,82
Samurai Warriors,2004,1.35,8.7,73
Battlefield 4,2013,1.35,6,81
Gears of War 4,2016,1.35,6.2,84
FIFA Soccer 08,2007,1.35,7.4,79
FIFA Soccer 09,2008,1.35,8.9,84
FIFA Soccer 08,2007,1.35,7.9,82
Test Drive,2002,1.34,7.4,73
Devil May Cry 4,2008,1.34,8,84
Tom Clancy's Rainbow Six: Vegas 2,2008,1.34,7.9,81
Metroid: Other M,2010,1.34,6.5,79
Crysis 2,2011,1.34,7.5,84
Chrono Trigger,2008,1.34,8.9,92
Marvel vs. Capcom 3: Fate of Two Worlds,2011,1.34,7.3,84
Doom 3,2005,1.34,7.4,88
Tom Clancy's Rainbow Six: Siege,2015,1.34,6.9,74
F1 2010,2010,1.34,7.8,84
Monster Hunter Freedom,2005,1.34,8.6,71
Donkey Kong Jungle Beat,2004,1.34,8.3,80
Need for Speed Carbon,2006,1.34,8.4,74
Lost Planet: Extreme Condition,2006,1.34,7.1,79
Max Payne 2: The Fall of Max Payne,2003,1.34,8.2,73
Battlefield: Bad Company,2008,1.34,8.1,84
MVP Baseball 2004,2004,1.34,8.6,90
Alan Wake,2010,1.33,8.1,83
Metroid Prime 2: Echoes,2004,1.33,8.8,92
Corvette,2004,1.33,6.5,57
WWE SmackDown vs Raw 2008,2007,1.33,7.3,74
Skylanders SWAP Force,2013,1.32,5.7,83
Grand Theft Auto: Chinatown Wars,2009,1.32,8.3,93
UFC Undisputed 2010,2010,1.32,6.7,84
World of Warcraft: Wrath of the Lich King,2008,1.32,7.5,91
NFL 2K3,2002,1.32,7.4,93
Assassin's Creed III: Liberation,2012,1.32,7.2,70
Your Shape: Fitness Evolved,2010,1.32,7.5,73
Need for Speed Underground Rivals,2005,1.32,8.5,74
Rage,2011,1.31,6.2,81
LEGO Harry Potter: Years 1-4,2010,1.31,8,79
Madagascar,2005,1.31,7.4,69
The Witcher 3: Wild Hunt,2015,1.31,9.2,91
Turok: Evolution,2002,1.31,7.3,61
[Prototype],2009,1.31,7.8,78
Burnout 3: Takedown,2004,1.31,7.2,94
The Beatles: Rock Band,2009,1.3,8.6,89
NBA Live 07,2006,1.3,6,63
Yoshi's Woolly World,2015,1.3,8.5,78
Skylanders Giants,2012,1.3,6.6,80
SingStar '80s,2005,1.3,8.3,78
Tekken 6,2009,1.3,7,80
Assassin's Creed Syndicate,2015,1.3,6.1,78
Pokemon Ranger: Guardian Signs,2010,1.29,8.2,68
LEGO Batman: The Videogame,2008,1.29,7.7,75
Crysis 2,2011,1.29,7.2,85
Pirates of the Caribbean: The Curse of the Black Pearl,2003,1.29,6.2,49
Namco Museum DS,2007,1.29,5.9,67
Deal or No Deal,2009,1.29,5,56
Transformers,2004,1.29,8.6,75
Dying Light,2015,1.29,7.8,74
Fallout 4,2015,1.29,5.4,84
Sonic Colors,2010,1.29,7.9,79
Assassin's Creed: Rogue,2014,1.29,7.5,72
EA Playground,2007,1.29,7.6,66
The Elder Scrolls Online,2015,1.28,8.4,77
Champions of Norrath,2004,1.28,8.4,85
Manhunt,2003,1.28,8.3,76
Need for Speed Carbon,2006,1.28,7.3,67
Silent Hill 2,2001,1.28,8.9,89
Castlevania: Symphony of the Night,1997,1.27,9.4,93
Guitar Hero: Aerosmith,2008,1.27,7.2,73
The LEGO Movie Videogame,2014,1.27,7.2,69
The Sims 2: Nightlife,2005,1.27,6.6,76
Dark Souls II,2014,1.27,8.1,91
Kid Icarus: Uprising,2012,1.27,8.7,83
Pokemon Mystery Dungeon: Gates to Infinity,2012,1.27,6.3,59
LEGO Batman: The Videogame,2008,1.27,8.9,77
NBA 2K9,2008,1.27,7.2,84
Tony Hawk's Underground,2003,1.27,9.1,85
Metal Gear Solid V: Ground Zeroes,2014,1.27,6.2,75
.hack//Infection Part 1,2002,1.27,8.5,75
Jillian Michaels' Fitness Ultimatum 2009,2008,1.27,2,30
Valkyria Chronicles,2008,1.27,8.6,86
WWE '12,2011,1.27,6.3,71
Sonic Adventure DX: Director's Cut,2003,1.27,7.9,57
Battle Arena Toshinden,1994,1.27,6.3,69
WWE '13,2012,1.27,8,78
Final Fantasy X / X-2 HD Remaster,2013,1.27,8.5,85
Need for Speed Rivals,2013,1.27,4.9,80
EA Sports Active 2,2010,1.26,8.1,79
Rockstar Games presents Table Tennis,2007,1.26,5.8,68
Football Manager 2011,2010,1.26,8.4,85
Tamagotchi Connection: Corner Shop,2005,1.26,7.7,59
Tomb Raider: Underworld,2008,1.26,7.2,75
LEGO Battles,2009,1.25,8.9,65
NBA Live 2001,2000,1.25,8,86
Saints Row IV,2013,1.25,6.3,76
Star Wars: The Force Unleashed,2008,1.25,7.4,68
SOCOM: U.S. Navy SEALs Confrontation,2008,1.25,6.9,63
Need for Speed: Most Wanted,2005,1.25,8.5,83
Pokemon XD: Gale of Darkness,2005,1.25,8.3,64
Black,2006,1.25,8.4,79
Tom Clancy's Rainbow Six: Vegas,2007,1.25,7.6,86
LittleBigPlanet PS Vita,2012,1.25,8.6,88
Pokemon Super Mystery Dungeon,2015,1.25,8.8,69
RollerCoaster Tycoon 2,2002,1.25,8.5,74
Lara Croft Tomb Raider: The Angel of Darkness,2003,1.25,6.2,52
Tom Clancy's Splinter Cell: Pandora Tomorrow,2004,1.25,8.6,87
Ratchet: Deadlocked,2005,1.24,8.9,81
Winter Sports: The Ultimate Challenge,2007,1.24,6.8,52
Baldur's Gate: Dark Alliance,2001,1.24,8.3,87
Oddworld: Abe's Oddysee,1997,1.24,9,85
Ridge Racer V,2000,1.24,7.7,78
WWE SmackDown vs. Raw 2009,2008,1.24,6.9,78
Star Wars Episode III: Revenge of the Sith,2005,1.24,8.1,61
[Prototype],2009,1.24,7.7,79
FIFA Street,2012,1.23,6.4,76
Frogger: The Great Quest,2001,1.23,4.6,32
Madden NFL 17,2016,1.23,5.9,83
Ninja Gaiden,2004,1.23,8.8,91
Crash Bandicoot: The Wrath of Cortex,2002,1.23,8.1,70
Driv3r,2004,1.23,5.5,57
Assassin's Creed: Bloodlines,2009,1.23,7.2,63
LEGO The Lord of the Rings,2012,1.23,8.5,80
Hyrule Warriors,2014,1.23,8.3,76
Donkey Kong Country 2,2004,1.23,9.1,80
Guitar Hero: Aerosmith,2008,1.23,6.7,70
Need for Speed Carbon,2006,1.23,7.3,75
Ben 10: Protector of Earth,2007,1.23,7.7,63
2010 FIFA World Cup South Africa,2010,1.23,7.8,82
Tales of Xillia,2011,1.22,8.2,78
Diddy Kong Racing DS,2007,1.22,7.5,63
Mario Power Tennis,2004,1.22,8.5,80
Golden Sun: The Lost Age,2002,1.22,9.5,86
Max Payne,2001,1.22,8.3,89
NBA 2K2,2002,1.22,7.8,89
Cars,2006,1.21,8.4,71
Fuzion Frenzy,2001,1.21,6.9,70
Call of Duty: Finest Hour,2004,1.21,7.8,73
Final Fantasy IV,2007,1.21,7.7,85
Star Wars: Battlefront II,2005,1.21,8.5,69
Super Street Fighter IV: 3D Edition,2011,1.21,8.1,85
Sly Cooper and the Thievius Raccoonus,2002,1.21,8.6,86
WWE 2K16,2015,1.21,7.4,73
Dino Crisis 2,2000,1.21,9,86
Need for Speed Underground,2003,1.21,9,83
Naruto Shippuden: Ultimate Ninja Storm 2,2010,1.21,8.3,76
Medal of Honor: Airborne,2007,1.21,7.6,75
Battlefield: Hardline,2015,1.21,5.1,71
Bayonetta,2009,1.21,7.7,87
Boom Blox,2008,1.21,8.6,85
The Lord of the Rings: The Fellowship of the Ring,2002,1.2,5.1,59
The Sims 2: Castaway,2007,1.2,8.2,73
ATV Offroad Fury 3,2004,1.2,8.4,78
F1 2011,2011,1.2,7.1,82
Pikmin 2,2004,1.2,9.1,90
Enter the Matrix,2003,1.2,7.1,65
Cars,2006,1.2,7,70
NHL 2002,2001,1.2,8.5,92
FIFA Soccer 11,2010,1.2,5.4,68
The Simpsons: Road Rage,2003,1.19,6.8,55
LEGO Batman 2: DC Super Heroes,2012,1.19,7.5,81
Captain Toad: Treasure Tracker,2014,1.19,8.6,81
SpongeBob SquarePants: Revenge of the Flying Dutchman,2002,1.19,7.7,71
Pro Evolution Soccer 2008,2008,1.19,8.4,83
Destiny: The Taken King,2015,1.19,5.2,89
Scarface: The World is Yours,2006,1.19,8.6,75
WWE SmackDown vs Raw 2008,2007,1.19,7.8,68
Spider-Man: The Movie,2002,1.19,7.3,76
Mario vs. Donkey Kong 2: March of the Minis,2006,1.19,7.9,76
Metal Gear Solid: Portable Ops,2006,1.18,8.2,87
Injustice: Gods Among Us,2013,1.18,7.9,78
Shenmue,1999,1.18,9.4,88
Just Dance 4,2012,1.18,7.7,77
Tony Hawk's Pro Skater 2,2001,1.18,7.5,95
One Piece: Pirate Warriors,2012,1.18,6.5,64
Gun,2005,1.17,8.7,77
Ty the Tasmanian Tiger,2002,1.17,8.8,70
Resident Evil: Operation Raccoon City,2012,1.17,4.9,52
LEGO Indiana Jones: The Original Adventures,2008,1.17,7.6,76
PokéPark Wii: Pikachu's Adventure,2009,1.17,7.2,62
WWE '12,2011,1.17,6.9,72
Cabela's Dangerous Hunts,2003,1.17,8.4,57
Grand Theft Auto V,2015,1.17,7.9,96
Fallout: New Vegas,2010,1.17,8.6,84
WWE SmackDown vs. Raw 2010,2009,1.17,8.1,81
Medal of Honor: Rising Sun,2003,1.17,5.8,65
Army of Two,2008,1.17,7.3,74
Spore,2008,1.17,5.3,84
Mario vs. Donkey Kong,2004,1.17,8,81
LEGO Star Wars III: The Clone Wars,2011,1.16,7.3,76
Midnight Club 3: DUB Edition Remix,2006,1.16,8.9,85
Tom Clancy's Ghost Recon: Jungle Storm,2004,1.16,6.3,70
Bushido Blade,1997,1.16,7.9,83
Mirror's Edge,2008,1.16,7.6,79
Sonic the Hedgehog,2006,1.16,4.1,43
NASCAR Thunder 2002,2001,1.16,8.5,85
Your Shape: Fitness Evolved 2012,2011,1.16,7.6,77
FIFA 14,2013,1.16,5.8,88
Final Fantasy Tactics: The War of the Lions,2007,1.16,8,88
Sniper: Ghost Warrior,2010,1.16,5.8,45
Sonic Rush Adventure,2007,1.15,8.2,78
Worldwide Soccer Manager 2009,2008,1.15,8.1,83
Gauntlet: Dark Legacy,2001,1.15,8.3,73
Medal of Honor Heroes 2,2007,1.15,7.3,69
Bad Boys: Miami Takedown,2004,1.15,3.4,43
Football Manager 2013,2012,1.15,6.7,86
Medal of Honor: Warfighter,2012,1.15,5.4,53
FIFA Soccer 10,2009,1.15,7.9,83
Donkey Konga,2003,1.15,8.3,76
